title,content,published_at,source,topic
"BTS: Suga reveals Jungkook teases him with his rap part in That That, 'dances around' to the song","As translated by Twitter user, @rmkkyu, Suga said, ""Jeon Jungkook, for a few days, whenever he sees me, he goes 야 내가 (the start of his rap in That That) and then (shows the first dance move from That That’s chorus) dances around like this."" ""The members repeated the dance moves a lot. Jeon Jungkook makes fun of whatever you do so but I'd end up laughing every time (Jungkook followed Yoongi's choreo). The members monitored the music video a lot for me. I was in the middle of filming when it came out so they told me then I couldn't watch (the MV). It was the same around Daechwita, I can't really watch the MV I'm on as much,"" Twitter user @BTStranslation_ quoted Suga. Suga also said, as translated by @rmkkyu, ""Originally, I was only going to feature, only feature in the music video. I was only going to feature and then leave but… one thing led to another, I danced."" Suga also said, as per @rmkkyu, the filming location for That That and Permission To Dance was the same, and the car model for That That and Daechwita was also the same. As translated by @BTStranslation_ , Suga had sent another song to PSY which he said no to at first. The song was detailed but PSY wanted to do a different style, so they ended up doing That That. Suga wrote the hook/chorus That That I Like That and PSY wrote the other parts. That That, part of PSY's latest album PSY 9th, released on April 29 and has been produced by Suga. Talking about the collaboration with PSY, Suga had said as quoted by news agency ANI, ""At first, because he's many years my senior and someone who's well-respected in the business I was quite nervous. It felt like working with a childhood friend so it made the songwriting process that much more fun. We became besties in a way."" The album has 12 songs, including one featuring Korean-Canadian rapper Tablo. Meanwhile, BTS' logo trailer for their new album, titled Proof, was released recently. The new album will have a mix of new and old songs and will be an anthology album. In a statement, BigHit Music had said, “After ceaselessly sprinting forward since 2013, BTS is celebrating their 9th anniversary this coming June. It is all thanks to ARMY who have sent us your unwavering love and support. The BTS anthology album that embodies the history of BTS will be released as they begin a new chapter as an artist that has been active for nine years to look back on their past endeavours."" It added, “The anthology album Proof that consists of three CDs includes many different tracks - including three all-new tracks - that reflect the thoughts and ideas of the members on the past, present and future of BTS. We hope that you look forward to BTS’ anthology album Proof, and relive the history that BTS and ARMY made together so far, and will continue to make in the future to come.""",2022-05-06T07:00:00Z,2,10
"BTS: Jungkook salutes fans and shows finger heart at Seoul airport, bows to paparazzi as he leaves for US. Watch","For his travel, Jungkook wore a white sweatshirt, blue denims and brown shoes. The singer also sported a cap and had a mask covering his face. Jungkook was also seen waving to the fans and flashing the peace sign. In one of the videos, he was also seen keeping his hand on his chest and bowing. Reacting to one of the videos, a fan said, ""Take care of yourself my love have a nice trip."" Another person commented, ""We love you my warrior and handsome Kookie."" Another fan wrote, ""Oh my gosh you are so polite."" An Instagram user also wrote, ""Such a gentleman, huge respect sir."" A person commented, ""Have fun at the White House, we’re proud of you guys."" ""Jk is so precious. He always shows his respect. He will bow always,"" said another person. ""So polite and respectful,"" said a fan. ""Have a safe flight baby bunny. Stay healthy, happy and successful,"" read a comment. The rest of the BTS members – RM, Jin, Suga, J-Hope, Jimin and V – are scheduled to travel to the US on May 29. BTS will meet the US President to discuss anti-Asian hate crimes and celebrate AANHPI heritage month on May 31. An official statement announced, ""On Tuesday, May 31st, global K-pop phenomenon and Grammy-nominated musical group from the Republic of Korea BTS (Bangtan Sonyeondan or ""Beyond the Scene"") will join President Biden to discuss Asian inclusion and representation, and to address anti-Asian hate crimes and discrimination which have become more prominent issues in recent years."" Currently, BTS is awaiting the release of their upcoming anthology album Proof. BTS will return to South Korea ahead of the release of the new album on June 10. The new album comprises old as well as new songs.",2022-05-28T07:00:00Z,2,10
BTS' Jungkook assures ARMY group isn't disbanding to focus on solo careers: 'BTS is forever',"Jungkook took to VLive on Wednesday to clarify these reports and assure BTS ARMY that they have he and the other members - RM, Jin, Jimin, J-Hope, V, and Suga - have no plans of breaking up the band anytime soon. While the English subtitles for the VLive video haven’t popped up yet, a representative told Billboard that Jungkook said in the livestream that the band isn't going to stop working together as a team and is not disbanding. He added in the livestream that they will continue to do projects as a group, one of which is the filming of their web series Run BTS. As per a fan's translation of the VLive, Jungkook said, ""Since there was all a mess saying we are disbanding and what not. We are not disbanding guys, there are still a lot of things we need to do as a group. BTS is forever."" Jungkook's clarification came soon after RM wrote a long letter addressing the reports of hiatus and disbanding. He said, ""When I took a look at the screenshots and article titles (people sent to me), there were quite a lot of provocative and partially interpreted keywords in them such as disband, hiatus, big announcement, etc. It's not like we didn't know this will take place nor that we didn't prepare for this but indeed it feels bitter.” Big Hit Entertainment which manages the group also clarified soon after reports emerged that the band is only shifting focus on their solo careers and not taking a hiatus. BTS recently marked the 9th anniversary of its debut.",2022-06-16T07:00:00Z,2,10
BTS ARMY reacts as Jungkook sports specs while flying out of Seoul; Jin leaves for his Argentina concert with Coldplay,"In the clip, Jungkook bowed, waved and made finger hearts for his fans. For his travel, he opted for a black sweatshirt, dark grey pants and slippers. He also wore specs and a mask on his face. The singer carried a beverage and a bag with him. Taking to Twitter, a fan wrote, ""Jeon Jungkook is going to Qatar for the FIFA World Cup promotions. He looks so good, his hair, the glasses. He might be doing something amazing there for the FWC."" ""I can hear JK's voice well! The way he bows and says thank you until he enters the lobby is really the same JK as usual,"" said another Twitter user. ""I just know my little athlete will have an amazing time,"" tweeted a person. ""I wanna ruffle his hair so bad,"" wrote an army. As per reports, Jungkook will do promotions for the World Cup Qatar 2022. Jin was spotted at the airport ahead of his travel with his new plushie Wootteo. He usually carries RJ, a BT21 character. The singer also waved and bowed at the fans and the paparazzi stationed at the airport. He wore a white T-shirt, a black and white jacket and pants. He also wore a face mask and carried a bag. Reacting to the pictures and videos, a fan tweeted, ""Nooo does this mean he’s not gonna carry around RJ anymore???"" ""Wootteo flying out with jin is RJ okay... or is he inside the carrier as well??"" asked another person. ""RJ got betrayed by its own owner,"" said a Twitter user. ""Oh RJ, you’re about to be replaced,"" wrote an army. Jin will participate in Coldplay’s upcoming Music of the Spheres World Tour in Argentina on October 28. Recently, BTS agency BigHit Music also revealed that Jin will sing his solo single The Astronaut, co-written by Jin and Coldplay. This will be Jin's performance of the song for the first time live.",2022-10-24T07:00:00Z,2,10
"Fans angry after SEVENTEEN is asked an 'ignorant' question, compared with BTS","Both SEVENTEEN and BTS are South Korean boy bands. SEVENTEEN consists of thirteen members--S Coups, Jeonghan, Joshua, Jun, Hoshi, Wonwoo, Woozi, DK, Mingyu, The8, Seungkwan, Vernon, and Dino. BTS comprises RM, Jin, Suga, J-Hope, Jimin, V and Jungkook. Speaking with Hits1 LA, Vernon responded to the comparison with BTS, ""When we debuted, BTS wasn’t the BTS today either. So, it’s really crazy what we’re doing right now and where we are right now."" Reacting to the video shared on the radio station's YouTube channel, fans criticised the question. A person wrote, ""There’s no comparison because they both have such amazing talent, so why compare them? I think they handled that question very well considering it just seems..ignorant? Like no research was done for them."" Another person commented, ""When are they going to stop comparing groups? This interview is so disappointing and humiliating. Do you know how hard everyone has worked to get to where Seventeen is now?"" ""The comparing is unnecessary, all groups have their own path. Maybe it seems not that important, but it's not hard to be respectful,"" read another comment. SEVENTEEN debuted with the extended play (EP) 17 Carat, which became the longest-charting K-pop album of the year in the US. It was also the only rookie album to appear on Billboard's 10 Best K-Pop Albums of 2015 list. SEVENTEEN has released four studio albums, twelve EPs and three reissues. Though they perform as a group, SEVENTEEN is divided into three units--vocal, hip-hop, and performance. BTS ARMY will see the group perform a free concert in Busan in support of the city's bid to host the World Expo in 2030. The Yet To Come concert will be held at 6 pm on October 15 at the Asiad Main Stadium. Earlier, it was scheduled to take place at Busan Ilgwang special stage in Gijang-gun.",2022-09-15T07:00:00Z,2,15
BTS: Jimin's beefy bodyguard gets love from ARMY as he guards Chim Chim from crazy fans at the Incheon Airport in a ruthless manner [Watch Video],"BTS is mobbed by fans all over. Park Jimin left Incheon Airport on Saturday morning to travel to Chicago for the Lollapalooza Festival. He was dressed to kill in Chanel, Fendi and other top brands. Though Big Hit Music did not release any official statement that Jimin is leaving, media and fans gathered there after an unofficial tip-off. The Filter singer asked the media how did they come to know that he was leaving when no announcement was made for the same. They told him that he was the Park Jimin and such a news could not be hidden for long Now, Jimin's bodyguard is getting a lot of love from ARMY for protecting Baby Mochi like an action hero. Compared to Jimin, the guy is tall and looks like a hulk besides him. A number of people had gathered and some of them seemed to charge towards the singer. Not wasting a minute, his bodyguard pushed them away to protect Jimin. ARMY has thanked him for his efforts. Some even said that Jimin's bodyguard was too handsome. Take a look at the video and reactions Jimin has gone to cheer BTS member J-Hope aka Jung Hoseok at Lollapalooza Festival in Chicago. He was seen with TXT member Beomgyu at a restaurant in Chicago too. We are not sure if Jimin will do a small gig with J-Hope on the stage",2022-07-31T07:00:00Z,1,15
BTS: RM reveals his new '7' tattoo; ARMY convinced all seven got friendship tattoos,"ARMY took to Twitter to share pictures of the tattoo, that appears to be RM's tribute to his seven-member band. 7 was also the name of the band's 2020 album. The fans are convinced that other members of the K-pop group must have also gotten similar tattoos, as they had previously discussed on several occasions. V had spoken about it on Weverse, saying, “We’ve been talking about friendship tattoos forever. We’ll do it someday. Please look forward to it.” RM had also talked about it in a V Live, revealing that they have had discussions about getting a friendship tattoo. He had said, ""Let’s tattoo seven dots or do seven of something. Or just simply tattoo the number seven. But if we’re actually doing it, I want to do it on the ankle. You know, it’s simple.” RM went with his last idea and tattooed the number seven on his ankle. ARMY flooded Twitter with comments about the tattoo. One wrote, ""OMG they got the 7 tattoo,"" while another commented, ""They finally did it."" A third one wrote, ""OMGGG the friendship tattoo. I am screaming, crying."" Another said, ""They freaking did it they got the tattooooooo."" BTS will soon celebrate the ninth anniversary of its debut. They will also perform their album Proof live to mark the occasion on June 13, for which they will be joined by a 'special guest.'",2022-06-10T07:00:00Z,2,13
BTS’ RM reveals it took him 2 minutes to get his ‘7’ tattoo after planning for 2 hours,"While RM took time to figure out the font and position of his tattoo, the process of getting himself inked took only two minutes. During the interaction with fans, RM said in English, “It took 2 hours to stamp on the body to check the font and positions, but it took me only 2 damn minutes to have an actual tattoo on my body. It was only two lines. one line ""oh ouch"" 2nd line ""oh ouch"" and done.” Previously, RM had shared a glimpse of his friendship tattoo with fans, which seems to be the BTS leader’s tribute to his seven-member band. 7 was also the name of the BTS’ 2020 album. After the members discussed getting themselves inked on several occasions, J-hope, Jimin and Jin also have similar tattoos. Talking about tattoos, V earlier said on Weverse, “We’ve been talking about friendship tattoos forever. We’ll do it someday. Please look forward to it.” RM also once mentioned that members have had discussions about getting a friendship tattoo. ""Let’s tattoo seven dots or do seven of something. Or just simply tattoo the number seven. But if we’re actually doing it, I want to do it on the ankle. You know, it’s simple,” he said. Currently, BTS members RM, Jin, Suga, J-Hope, Jimin, V and Jungkook are on a break to focus on their individual career goals. Announcing their hiatus, RM had said while he enjoyed being in BTS, the group members now feel ""exhausted"" and he doesn't ""know what kind of group we were any more"". Their last album Proof was released last month.",2022-07-22T07:00:00Z,2,13
"BTS' Suga has a hillarious reply to fan after they threaten to sue him, ARMY says: 'Omg Yoongi you killed it'","As translated by Twitter user @ryuminating, BTS' Suga said, ""So uh why don’t you put me down and then we can talk."" In the BTS fandom, all the members are designated animal emojis to represent them. While for Jin it's a mouse emoji, RM is represented by a koala, Suga is the cat, J-Hope is a squirrel, Jimin is a baby chick, V is a tiger and Jungkook is a bunny. Fans on numerous occasions have compared Suga to a cat and he too has spoken about the comparison. However, it is the first time that he has directly referred to himself as the cat in the picture. Taking to Twitter, fans reacted to his comment. A person wrote, ""Omg Yoongi you killed it."" Another said, ""Did he just accept that he's a cat anyway ain't letting go he has to face it."" ""He knows that he's a cat,"" tweeted another person. ""So he agrees he is a cat,"" said a fan. ""He officially accepted that he's a cat and we can happily call him Lil Meow Meow hereafter!"" commented a fan. ""Yoongi never beating being the cutest cat allegations,"" wrote a person. ""Pls Yoongi okay it's confirmed he's a cat,"" said another fan. ""He's so into the joke I love him for this,"" said a person. ""Savage Yoongi agreed to talk,"" said a fan. Another fan shared a picture collage of RM holding a huge lollipop between his lips and a steaming hot sweet potato. The fan wrote, ""Do you want a sweeter candy than sweet potato? Sweet potato Namjoon, do you like sweet? Namjoonah sweet potato is the best for increasing muscle."" Suga replied, ""At that level, isn't it a (blunt) weapon than a candy?"" The BTS members, currently in Las Vegas, are gearing up for their next two concerts. They will hold the Permission to Dance On Stage concert at the Allegiant Stadium on April 15-16.",2022-04-12T07:00:00Z,2,11
BTS: Jungkook and SUGA's Stay Alive breaks records on Spotify Global with 4.2 million streams beats Blackpink vocalist Rose's On The Ground but is second to Lisa's Money,"BTS ARMY has put its full force behind Jungkook and SUGA's Stay Alive, the song from 7 Fates - Chakho. The song released yesterday and it has shattered records on Spotify Global both in terms of position and streams. In fact, Stay Alive of BTS Jungkook and SUGA has beaten BTS songs like Boy With Luv and Megan The Stallion Butter Remix. Jungkook and SUGA's Stay Alive did 4. 27 million streams on day one on Spotify Global. The three countries that achieved the highest numbers were USA, India and Brazil. Yes, India's Bangtan Boys ARMY is a pro at streaming in millions. They did a fab job for Butter too Well, Jungkook-SUGA's Stay Alive has beaten Blackpink vocalist Rose's On The Ground. Her song got 3. 26 million streams on day one. This makes BTS' Jungkook and SUGA, the No. 1 in the list of Korean soloists songs and collabs. It should be noted that Blackpink's Lisa has a higher number with Money that got 4. 36 million on day one. But in the list of Korean soloists/collabs, Jungkook-SUGA's Stay Alive is at the top. As we know, Blackpink's Lisa is of Thai origin. SUGA fans should be super proud that there are 10 songs of SUGA (solos plus collabs) in the top 10 list. Take a look BTS ARMY is super thrilled with the success of Jungkook and SUGA's Stay Alive. The song has a rock and roll vibe and is high on emotions. SUGA's harmonizations and Jungkook's vocal range makes it a bop. Record Breaker Stay Alive and Congratulations Jungkook trends have filled Twitter. Stay Alive was an unpromoted OST from the webtoon. Take a look at more fan reactions.' BTS fans are on cloud nine. It is also an emotional moment. SUGA has always been very vocal on how he finds Jungkook one of the most talented young singers/musicians around. He even referred to Jeon Jungkook as his Little Prince. Producer SUGA is on a roll. BTS' comeback album is also being awaited by one and all!",2022-02-12T08:00:00Z,1,11
"BTS: Jungkook reveals why he deleted Instagram posts; holds live while camping, dances to Suga-PSY's That That","For the interaction with fans, Jungkook wore a black full-sleeved T-shirt and black pants as he sat on a chair outdoors near a bonfire. Reading a comment, he said, as translated by @BTStranslation_, ""Why did I delete all the Instagram feed?"" Jungkook laughed and said, ""There's no reason for it. I just didn't like the vibes/setting of the feed so I thought of just redoing it. there was just something about it that I didn't like. I didn't even know there's a restoration time for it."" When a fan asked why he changed his earrings to four, Jungkook said, ""I didn't really change the earrings, they just fell out, it didn't hurt or anything."" Speaking about V, he said, ""Taehyungie is really handsome right? Yes! Among so many people I've seen, his looks are the most striking.. how can someone look like that.. he's really handsome, I agree."" Jungkook did an impromptu dance of That That. Repeating the lines like PSY, he said, ""Yoongi hyung's (brother) hip thrust really."" During the live, Jungkook said, ""The hair extensions.. from what I thought......I'm sorry. They were attached too early (in my opinion). I hope you guys will understand with a big heart."" Speaking about growing his hair, Jungkook said, ""Am I growing my hair long? I had that triangle kimbap phase, right? At that time I just kept growing it and people and staff kept telling me to groom it.. only if I had listened to them at the time, I could've grown it a bit prettier.. now I'm trimming and growing at the back."" When a fan asked his location, he said, ""Asking me where I am so that you can come where I am? it's so late right now, it's unsafe."" He, however, revealed, ""Yes this is the sound of rain! I'm outside! Yes, I'm camping! I can't tell you where I am!"" Speaking about their ninth anniversary, he said, ""Yes we're preparing really hard.. since we'll see you guys soon right?"" He also said that he didn't exercise but drove on Tuesday. The singer also said, ""It's a secret but.. I drank a glass of alcohol. I feel great."" A fan asked, ""Will you eat ramyeon (Korean snacks)?"" and he responded, ""Yes I will. I bought it for eating! (laughing) Sorry."" He also said, ""I'll do the live until 20 minutes.. never mind should I just do it until 30 mins? Since I like odd numbers.. wait do I like odd numbers or even numbers? I like odd numbers since there's an odd number in the middle."" As he signed off, Jungkook said, ""Have a good night, good day, good day. I'm always thinking of all of you. I might look soulless but I'm being sincere/it’s true. See you next time! It was good to see you too.""",2022-06-07T07:00:00Z,2,11
BTS' Jimin treats ARMY to 'tailor of chaos' tattoo in new photoshoot. Watch,"The pictures were shared with the caption, ""Me, Myself, and Jimin ‘ID : Chaos’ Special 8 Photo-Folio Preview Photos 1."" The hashtags BTS, Jimin, ID Chaos and Photo Folio were also added. Earlier, BangtanTV posted a brief video giving a glimpse inside Jimin's photoshoot. It was titled, Me, Myself, and Jimin ID: Chaos Concept Film 1. Reacting to the pictures and videos, ARMY took to Twitter and expressed their excitement. A person wrote, ""OMG This man! Love your duality. You can really generate chaos hahaha I wanna know more about the concept behind it."" Another fan said, ""I don't think I'll ever recover from tailor of chaos Jimin."" ""Jimin is so striking. He never fails to surprise, entice, mesmerise,"" tweeted another user. ""Jimin is always so meticulous about everything he does, turns everything that he touches to gold. As said, he never releases something less than iconic. But it blows my mind each time he presents us with something, the scale, the concept; everything, always much bigger,"" commented a person. ""Jimin being described as a muse of the art world is just so fitting because I’ve never seen a more perfectly crafted face in my whole life. He is art,"" said a fan. ""I can't believe this is real, I've watched it more times than I can count, probably an unhealthy amount. Park Jimin is Majestic. This concept is insane and How can he be so beautiful?!!"" asked a fan. ""I fear for our collective well-being. I don’t know how many will survive this,"" wrote a person. Earlier speaking about the concept, Jimin had said that wearing white for it would be nice and ‘neater because the concept is my raw self’. In a video shared by BangtanTV, Jimin had said, “I think a lot of emotion will be put into it. So instead of a black or coloured outfit going with a white outfit would suit the concept better.”",2022-09-27T07:00:00Z,2,1
BTS: Jungkook aces bike license test in flat three days; ARMY speculates he owns a Harley Davidson,"BTS maknae Jeon Jungkook has golden hands. Well, he has never failed at anything. Some days back, he was seen dressed as a biker and fans wondered if he had bought a motorbike. Well, it looks like the news is confirmed. Some Korean handles on Twitter have confirmed that he got his biking license in the month of November. It seemed he passed out from Olive Driving School in Seoul. The instructor revealed that Jungkook scored 100 in his first attempt. It seems he passed the tests in three days. Now, some leaked pics of him outside a Korean restaurant in a Harley Davidson are doing the rounds ARMY and fans are speculating that he is now the owner of a Harley Davidson. He sold off his Mercedes station wagon limited edition a couple of years back. Some time back, ARMY went crazy seeing him on a bike. The Golden Maknae of BTS is quite fond of automobiles. Some fans also said that the bike was seen parked outside the HYBE Building. Take a look at tweets The past few months have been very exciting for Jeon Jungkook of BTS. He did a solo stage at the FIFA World Cup 2022 along with Qatari singer Fahad Al Kubaisi. The song Dreamers has been charting for weeks",2022-12-24T05:26:05Z,1,1
BTS’ RM lends voice for audio guide in upcoming Korean art exhibition at Los Angeles County Museum of Art,"According to Korean agency Yonhap News, the Space Between: The Modern in Korean Art exhibition will showcase approximately 130 artworks. All of them will reflect the influx of foreign-introduced new media, including Korean modern oils, ink, photography and sculpture. It will take place in Los Angeles from September 11 till February 19, 2023. BTS consists of RM, Jin, Suga, J-Hope, Jimin, V and Jungkook. As the members are currently focusing on solo careers, RM recently collaborated with Balming Tigers in a music video SEXY NUKIM. The single features RM’s signature rapping skills with powerful vocals while narrating the chaos in the minds of young adults. The word ‘sexy’ works as a metaphor to represent ‘nukim’, the Korean word for feelings. RM is so far the only outside artist to work with Balming Tiger. It is directed by Japanese director Pannacky. Besides RM taking the centre stage in his suited avatar in the video, the song also brings together rapper Omega Sapien, songwriter Mudd the student and rookie producer-rapper bj wnjn. Meanwhile, BTS as a whole group, will be next seen performing at a free in-person concert in Busan next month to promote South Korea's bid for World Expo 2030.Named as 'BTS Yet To Come in BUSAN', it recently shifted its location to Asiad Main Stadium, owing to concerns related to holding a massive concert in Busan.",2022-09-08T07:00:00Z,2,13
"BLACKPINK drops new song Pink Venom, first single in nearly two years; fans say: 'This return is legendary'. Watch","In the song, BLACKPINK members – Jisoo, Jennie, Rose and Lisa – sing and rap as they show off their fierce avatars. A part of the lyrics goes, ""This that pink venom/This that pink venom/This that pink venom/Get ‘em, get ‘em, get ‘em/Straight to ya dome like whoa whoa whoa/Straight to ya dome like ah ah ah/Taste that pink venom/Taste that pink venom/Taste that pink venom/Get ‘em, get ‘em, get ‘em/Straight to ya dome like whoa whoa whoa/Straight to ya dome like ah ah ah."" Another person said, ""Wow wow this is amazing I like it so much I'm happy that I waited until the end it was worth it I love you all so much this is actually the best work of all their works."" ""A nice comeback after a long time. The members' beauty, clothes, song, everything is perfect. We love you BLACKPINK,"" wrote another fan. Earlier, news agency Reuters quoted BLACKPINK's management agency YG Entertainment as saying that the music video for the song is the most expensive it has ever produced. The new album, Born Pink, set for release on September 16, presold more than 1.5 million copies in a week, double the number of the group's first album, YG said. BLACKPINK released their first full-length album, titled The Album, in October 2020. BLACKPINK will kick off their world tour in October and visit at least 26 cities, performing for some 1.5 million fans. The trek, spanning North America, Europe, Asia and Australia, will begin in October and end in June 2023.",2022-08-19T07:00:00Z,2,12
"Blackpink in Hamilton: Lisa's pole dance, Jennie's hotness and more drives Blinks crazy at the First Ontario Centre [View Tweets]","Blackpink is on Born Pink World Tour right now. The girls – Rose, Jennie, Jisoo and Lisa are in Hamilton performing at the First Ontario centre. The sound check happened a couple of hours ago after which the girls took the stage by fire. They performed in front of the sea of Blinks that gathered for the concert. A lot of Blinks are in disbelief over being able to watch the girls perform live in front of them. Clips are naturally going viral, and Blackpink’s energies and vibes are high and resonating far and wide. Everyone is gushing and crushing over Jennie, Lisa, Jisoo and Rose performing on stage. Some of the clips from Blackpink’s Born Pink World Tour’s soundcheck in Ontario are also going viral The phrase Blackpink in Hamilton is a big trend on Twitter and in Hollywood News. One of the biggest girl bands Blackpink enjoys a massive fan-following across the globe. Talking about their concert in Ontario, be it Jisoo's cuteness to Lisa's pole dance and Jennie oozing hotness, Blinks are going crazy over how Blackpink are taking over Hamilton. Lisa's performance on Money is also one of the highlights. Blackpink performed on various songs including DDU-DU DDU-DU, Kill This Love, Typa Girl, Forever Young and more. Clips are being shared online The Blackpink World Tour concert began in Seoul wherein the girls – Jennie, Lisa, Jisoo and Rose – performed their first concert. The girls performed their opening for the World Tour for the first time in four years. Clips went viral days later over the mistake in Blackpink's choreography while on stage. It caused controversy. However, soon a reporter attending the event defended the group saying the live was very much different from the clips that went viral adding that not just the performance but the songs were also mastered very well. He called it unfair to discount their efforts for some minor mistakes during a live performance Bet the Hamilton showcase would have shut the detractor's mouths now. Blackpink have taken over Hamilton and how!",2022-11-07T08:00:00Z,1,12
BTS' V aka Kim Taehyung teases ARMY with his muscles picture on Weverse; REVEALS the real reason of his long absence,"BTS V aka Kim Taehyung ended the Weverse drought a couple of hours ago. The handsome hunk of an idol shared a picture on Weverse and interacted with a select few/lucky BTS ARMYs. Taehyung has been one of the most active members on social media until a couple of weeks ago. But for the last couple of weeks, he had been away from all the social media platforms. But now finally, Kim Taehyung aka BTS V is back, albeit on Weverse Kim Taehyung also known as Taetae amongst the ARMYs shared a picture on Weverse. It seems from the gym at HYBE. V shared a mirror selfie. He is seen in a red tee a cap and black tracks. His face is hidden behind his phone and the mask. Taehyung seems to be working on his muscles it seems. The Run BTS and Yet To Come singer captioned his picture saying, ""Latest Update."" BTS' V's Instagram post is going to be a big trend in Hollywood News As soon as BTS V aka Kim Taehyung shared his post ARMYs started commenting on his post. They asked him to show his muscles and asked him about his workout. And BTS V also revealed the reason for his absence from Weverse. When an ARMY commented saying that he/she missed him, Taehyung revealed that he had forgotten his Weverse password. Well, it happens to everyone Taetae. Check out the tweets here In other news, BTS V made headlines for his appearance at Celine's Fashion Show with Park Bo Gum and BlackPink's Lisa. He later featured in a drive vlog, all by himself. Taehyung along with the other vocal line of BTS (Jin, Jimin and Jungkook) collaborated with Benny Blanco and Snoop Dogg's Bad Decisions. BTS V was also seen on Run BTS which made its comeback on Tuesday (16 August 2022). Lastly, he is reportedly working on his solo album",2022-08-17T07:00:00Z,1,14
BTS' big moments of 2022: From speaking at the White House to announcing military enlistment,"This year included several firsts for BTS, making them big moments for the group. As the year comes to an end, we take you on a brief journey on the major achievements and big moments of BTS this year. The year started with several BTS members facing health issues when they contracted Covid-19. Jin and Jimin even underwent finger and appendix surgeries, respectively, ahead of their concert in Seoul, their first on the home ground after over two years. Here's a recap of the big moments of BTS in 2022-- 1) Concerts in Seoul, Las Vegas, Busan: BTS’ Permission to Dance On Stage--Seoul concert was held in March. It was significant as it was the first time BTS had a concert with an in-person audience in the city in two and a half years. BTS next held their Permission to Dance On Stage concert in Las Vegas in April. The first concert came just days ahead of their performance at the Grammys. BTS also held its first free concert in Busan in October. For this show, BTS appeared 'without any additional fee' and HYBE invested their personal funds for the concert. 2) BTS members at Grammy's: The seven members performed at the 64th Grammy Awards in April, their first in-person performance for which they received a standing ovation. Just ahead of the show, BTS members contracted Covid-19 and Jin could partially perform due to his surgery. The performance saw the members pulling off a museum heist on their single Butter. 3) BTS 'on a break': Fans were left shocked and heartbroken when during the Festa dinner the group announced a 'hiatus'. Suga had said in a video during the dinner as per the English subtitles, “So we’ve entered an off-season. We’re going into a hiatus now.” He later added, “It’s not like we’re disbanding. We should live doing what we want to do...Writing lyrics is the hardest. What message do we want to give? Nothing comes out anymore."" Later, AP quoted BigHit's clarification, “BTS are not taking a hiatus. Members will be focusing more on solo projects at this time."" RM and Jungkook also issued clarifications that they will not go on a hiatus. 4) BTS album Proof: The group released their anthology album Proof in June. The album is a 3-CD collection of BTS’ hit old as well as new songs. Proof included three new songs--Yet to Come, Run BTS, and Born Singer. Their old hits I Need You, Run, Fire, Fake Love, Persona, Moon, are also part of the album. It released a few days before their ninth debut anniversary, on June 10. 5) BTS at the White House: The group attended the White House Press briefing in May to discuss anti-Asian hate crimes. They made history as they had a private meeting with US President Joe Biden at the White House for the first time ever. They were invited to the White House in celebration of Asian American, Native Hawaiian and Pacific Islanders Heritage Month (AANHPI Heritage Month). The US President surprised the members by playing Butter in the Oval Office before their discussion to make them 'feel at home'. 6) BTS military enlistment: South Korea has a rule of mandatory military service for able-bodied men by 28. K-pop stars are granted the ability to defer their enrolment until 30. BTS ARMY has always dreaded the time when the members will have to spend months in the military. This year, in October, BigHit Music announced that military enlistment will begin with the eldest member Jin. All the other members--RM, Suga, J-Hope, Jimin, V aka Kim Taehyung and Jungkook will follow him. The group will reconvene in 2025. Though fans wished them well, the news left them emotional. Apart from these, BTS also made a comeback with their variety show, RUN BTS, after 10 months. Fans saw the members doing solo projects with Jimin singing With You for K-drama Our Blues, Suga produced and featured in That That with PSY, Suga and Jungkook came out with Stay Alive, and Jungkook treated fans to My You. The collaborations continued with Jungkook and Charlie Puth's Left and Right, J-Hope and Crush's Rush Hour, and Jin and Coldplay's Astronaut. While J-Hope released his first album Jack in the Box and performed at the Lollapalooza, RM too unveiled his first album Indigo. Jungkook became the first Asian artist to perform at the FIFA World Cup 2022 in Qatar.",2022-12-24T01:18:08Z,2,14
